(0.5, 0.1, 8.0, 1126.0866888290143)
(0.5, 0.1, 8.040201005025125, 1091.9459771545721)
(0.5, 0.1, 8.080402010050252, 1072.4553959922307)
(0.5, 0.1, 8.120603015075377, 1056.4127311069574)
(0.5, 0.1, 8.160804020100503, 1032.5611032817503)
(0.5, 0.1, 8.201005025125628, 1021.2305288198962)
(0.5, 0.1, 8.241206030150753, 1011.4565253196489)
(0.5, 0.1, 8.28140703517588, 983.580706430703)
(0.5, 0.1, 8.321608040201005, 965.978323596294)
(0.5, 0.1, 8.361809045226131, 942.2327310216778)
(0.5, 0.1, 8.402010050251256, 910.5223985981028)
(0.5, 0.1, 8.442211055276381, 907.6179754212577)
(0.5, 0.1, 8.482412060301508, 879.4702816462627)
(0.5, 0.1, 8.522613065326633, 859.9828331628114)
(0.5, 0.1, 8.56281407035176, 850.8067672240037)
(0.5, 0.1, 8.603015075376884, 842.2414650363409)
(0.5, 0.1, 8.64321608040201, 822.8393494681327)
(0.5, 0.1, 8.683417085427136, 801.2863832270417)
(0.5, 0.1, 8.72361809045226, 776.1403752389698)
(0.5, 0.1, 8.763819095477388, 783.9008201462525)
(0.5, 0.1, 8.804020100502512, 767.0758935295402)
(0.5, 0.1, 8.844221105527637, 754.5325917615514)
(0.5, 0.1, 8.884422110552764, 735.5327772937367)
(0.5, 0.1, 8.924623115577889, 707.1609843801425)
(0.5, 0.1, 8.964824120603016, 697.6903059267242)
(0.5, 0.1, 9.00502512562814, 689.4664036880308)
(0.5, 0.1, 9.045226130653266, 661.5177243092876)
(0.5, 0.1, 9.085427135678392, 679.2331848494604)
(0.5, 0.1, 9.125628140703517, 639.6617982516773)
(0.5, 0.1, 9.165829145728644, 653.1772573702763)
(0.5, 0.1, 9.206030150753769, 621.3237468749313)
(0.5, 0.1, 9.246231155778894, 604.4722212420718)
(0.5, 0.1, 9.28643216080402, 613.846606129112)
(0.5, 0.1, 9.326633165829145, 578.8961263546934)
(0.5, 0.1, 9.366834170854272, 578.7448624806902)
(0.5, 0.1, 9.407035175879397, 583.2037436041985)
(0.5, 0.1, 9.447236180904522, 573.3113738042662)
(0.5, 0.1, 9.487437185929648, 553.0293787610534)
(0.5, 0.1, 9.527638190954773, 529.4506841354967)
(0.5, 0.1, 9.5678391959799, 544.7573589287373)
(0.5, 0.1, 9.608040201005025, 532.9491761988996)
(0.5, 0.1, 9.64824120603015, 525.6283714369583)
(0.5, 0.1, 9.688442211055277, 519.0714603997745)
(0.5, 0.1, 9.728643216080402, 507.52554110462927)
(0.5, 0.1, 9.768844221105528, 487.270129663606)
(0.5, 0.1, 9.809045226130653, 466.4690140218521)
(0.5, 0.1, 9.849246231155778, 458.0472209187997)
(0.5, 0.1, 9.889447236180905, 452.68352686244424)
(0.5, 0.1, 9.92964824120603, 440.18094666014775)
(0.5, 0.1, 9.969849246231156, 449.0565277564924)
(0.5, 0.1, 10.010050251256281, 450.88164336409886)
(0.5, 0.1, 10.050251256281406, 417.54043435696536)
(0.5, 0.1, 10.090452261306533, 441.46259510197694)
(0.5, 0.1, 10.130653266331658, 404.5152237801274)
(0.5, 0.1, 10.170854271356784, 429.75598604343116)
(0.5, 0.1, 10.21105527638191, 389.73850883539137)
(0.5, 0.1, 10.251256281407034, 420.6533740656893)
(0.5, 0.1, 10.291457286432161, 411.47477876141244)
(0.5, 0.1, 10.331658291457286, 374.6707962169334)
(0.5, 0.1, 10.371859296482413, 379.29668225907164)
(0.5, 0.1, 10.412060301507537, 394.93832347951616)
(0.5, 0.1, 10.452261306532662, 365.673739858835)
(0.5, 0.1, 10.492462311557789, 345.20701064105594)
(0.5, 0.1, 10.532663316582914, 357.1299039298214)
(0.5, 0.1, 10.57286432160804, 367.3714088959765)
(0.5, 0.1, 10.613065326633166, 360.3155016758192)
(0.5, 0.1, 10.65326633165829, 344.46786369663687)
(0.5, 0.1, 10.693467336683417, 326.3010419802903)
(0.5, 0.1, 10.733668341708542, 313.79879023656673)
(0.5, 0.1, 10.773869346733669, 344.80744280512744)
(0.5, 0.1, 10.814070351758794, 333.960065146862)
(0.5, 0.1, 10.854271356783919, 325.53855794292815)
(0.5, 0.1, 10.894472361809045, 323.08804528800346)
(0.5, 0.1, 10.93467336683417, 329.3886924865224)
(0.5, 0.1, 10.974874371859297, 326.1433603383759)
(0.5, 0.1, 11.015075376884422, 298.3171501047629)
(0.5, 0.1, 11.055276381909547, 276.26595299214824)
(0.5, 0.1, 11.095477386934673, 269.4238234402717)
(0.5, 0.1, 11.1356783919598, 279.5607558869865)
(0.5, 0.1, 11.175879396984925, 306.23339893371934)
(0.5, 0.1, 11.21608040201005, 283.8086353997482)
(0.5, 0.1, 11.256281407035175, 251.9528936400413)
(0.5, 0.1, 11.296482412060302, 248.84552074490733)
(0.5, 0.1, 11.336683417085428, 243.2132325492339)
(0.5, 0.1, 11.376884422110553, 261.0107444802633)
(0.5, 0.1, 11.417085427135678, 279.5107229701025)
(0.5, 0.1, 11.457286432160803, 231.8930330437884)
(0.5, 0.1, 11.49748743718593, 260.05196342696286)
(0.5, 0.1, 11.537688442211056, 249.8248221906789)
(0.5, 0.1, 11.577889447236181, 249.68525875785713)
(0.5, 0.1, 11.618090452261306, 237.14777236245814)
(0.5, 0.1, 11.658291457286431, 233.64108853018314)
(0.5, 0.1, 11.698492462311558, 241.22319297422382)
(0.5, 0.1, 11.738693467336685, 244.2278352313961)
(0.5, 0.1, 11.77889447236181, 208.5562013719444)
(0.5, 0.1, 11.819095477386934, 242.27255847068716)
(0.5, 0.1, 11.85929648241206, 198.04091410578792)
(0.5, 0.1, 11.899497487437186, 239.28494500362075)
(0.5, 0.1, 11.939698492462313, 219.943310128429)
(0.5, 0.1, 11.979899497487438, 209.61449690334425)
(0.5, 0.1, 12.020100502512562, 208.82460207516726)
(0.5, 0.1, 12.060301507537687, 207.94295246716868)
(0.5, 0.1, 12.100502512562814, 216.95963868825137)
(0.5, 0.1, 12.14070351758794, 177.32536668694712)
(0.5, 0.1, 12.180904522613066, 196.76731987727274)
(0.5, 0.1, 12.22110552763819, 216.44462790365975)
(0.5, 0.1, 12.261306532663315, 200.28633318861398)
(0.5, 0.1, 12.301507537688442, 177.12182986534194)
(0.5, 0.1, 12.341708542713569, 164.9015935628831)
(0.5, 0.1, 12.381909547738694, 183.90065007617372)
(0.5, 0.1, 12.422110552763819, 208.3337617066877)
(0.5, 0.1, 12.462311557788944, 204.8103350352737)
(0.5, 0.1, 12.50251256281407, 199.95085415572277)
(0.5, 0.1, 12.542713567839197, 198.88659943629295)
(0.5, 0.1, 12.582914572864322, 189.5551106072275)
(0.5, 0.1, 12.623115577889447, 165.79254509589202)
(0.5, 0.1, 12.663316582914572, 163.07374132158296)
(0.5, 0.1, 12.703517587939698, 161.77978751042914)
(0.5, 0.1, 12.743718592964825, 146.61234009779412)
(0.5, 0.1, 12.78391959798995, 150.32943634625752)
(0.5, 0.1, 12.824120603015075, 147.96301669479652)
(0.5, 0.1, 12.8643216080402, 136.91798290262003)
(0.5, 0.1, 12.904522613065327, 136.22245646303543)
(0.5, 0.1, 12.944723618090453, 138.8223341015323)
(0.5, 0.1, 12.984924623115578, 160.23231527849345)
(0.5, 0.1, 13.025125628140703, 140.83406997264171)
(0.5, 0.1, 13.065326633165828, 141.4147624687871)
(0.5, 0.1, 13.105527638190955, 124.33694473916164)
(0.5, 0.1, 13.145728643216081, 130.1140980441808)
(0.5, 0.1, 13.185929648241206, 141.55296845358532)
(0.5, 0.1, 13.226130653266331, 176.23084829085374)
(0.5, 0.1, 13.266331658291456, 169.5215927467926)
(0.5, 0.1, 13.306532663316583, 148.70325667711185)
(0.5, 0.1, 13.34673366834171, 115.27922451621302)
(0.5, 0.1, 13.386934673366834, 126.27156868289242)
(0.5, 0.1, 13.42713567839196, 168.4683845111353)
(0.5, 0.1, 13.467336683417084, 158.14924077875128)
(0.5, 0.1, 13.507537688442211, 109.519857873604)
(0.5, 0.1, 13.547738693467338, 126.47981167363594)
(0.5, 0.1, 13.587939698492463, 171.39806916692706)
(0.5, 0.1, 13.628140703517587, 125.02886189458305)
(0.5, 0.1, 13.668341708542712, 103.06706742575405)
(0.5, 0.1, 13.708542713567839, 159.34812373090642)
(0.5, 0.1, 13.748743718592966, 141.1973376204674)
(0.5, 0.1, 13.78894472361809, 108.67316166690982)
(0.5, 0.1, 13.829145728643216, 148.84905317523686)
(0.5, 0.1, 13.86934673366834, 121.71170011846402)
(0.5, 0.1, 13.909547738693467, 112.31435673783194)
(0.5, 0.1, 13.949748743718594, 161.30309020144827)
(0.5, 0.1, 13.989949748743719, 93.51737789981628)
(0.5, 0.1, 14.030150753768844, 138.07589314493362)
(0.5, 0.1, 14.07035175879397, 118.00325500051919)
(0.5, 0.1, 14.110552763819095, 93.00932081373657)
(0.5, 0.1, 14.150753768844222, 146.57971239400285)
(0.5, 0.1, 14.190954773869347, 111.64183205769656)
(0.5, 0.1, 14.231155778894472, 114.64374139128043)
(0.5, 0.1, 14.271356783919598, 143.8784182494745)
(0.5, 0.1, 14.311557788944723, 82.36458197435557)
(0.5, 0.1, 14.35175879396985, 129.78966455135637)
(0.5, 0.1, 14.391959798994975, 87.71364208074864)
